죄종별,항목,2018 년,2019 년,2020 년,2021 년,2022 년
특가법(보복협박등),불상검거인원[명],-,-,2,1,19
특가법(보복협박등),법인체[개],-,-,-,-,-
아동학대처벌법위반(상습협박),발생건수[건],-,-,-,-,-
아동학대처벌법위반(상습협박),검거건수[건],-,-,-,-,-
아동학대처벌법위반(상습협박),발생건수 대비 검거건수[%],-,-,-,-,-
아동학대처벌법위반(상습협박),검거인원[명],-,-,-,-,1
아동학대처벌법위반(상습협박),남자검거인원[명],-,-,-,-,1
아동학대처벌법위반(상습협박),여자검거인원[명],-,-,-,-,-
아동학대처벌법위반(상습협박),불상검거인원[명],-,-,-,-,-
아동학대처벌법위반(상습협박),법인체[개],-,-,-,-,-
약취·유인,발생건수[건],187,250,210,240,276
약취·유인,검거건수[건],167,224,186,220,248
약취·유인,발생건수 대비 검거건수[%],89.3,89.6,88.6,91.7,89.9
약취·유인,검거인원[명],275,366,306,322,329
약취·유인,남자검거인원[명],178,239,211,227,227
약취·유인,여자검거인원[명],87,122,91,93,100
약취·유인,불상검거인원[명],10,5,4,2,2
약취·유인,법인체[개],-,-,-,-,-
약취·유인(미성년자),발생건수[건],135,171,158,192,221
약취·유인(미성년자),검거건수[건],118,155,137,174,194
약취·유인(미성년자),발생건수 대비 검거건수[%],87.4,90.6,86.7,90.6,87.8
약취·유인(미성년자),검거인원[명],186,235,194,229,254
약취·유인(미성년자),남자검거인원[명],108,147,119,152,170
약취·유인(미성년자),여자검거인원[명],75,87,71,75,84
약취·유인(미성년자),불상검거인원[명],3,1,4,2,-
약취·유인(미성년자),법인체[개],-,-,-,-,-
약취·유인(추행·간음·결혼·영리),발생건수[건],41,63,40,39,45
약취·유인(추행·간음·결혼·영리),검거건수[건],40,56,38,38,45
약취·유인(추행·간음·결혼·영리),발생건수 대비 검거건수[%],97.6,88.9,95,97.4,100
약취·유인(추행·간음·결혼·영리),검거인원[명],69,91,71,49,56
약취·유인(추행·간음·결혼·영리),남자검거인원[명],54,70,61,42,50
약취·유인(추행·간음·결혼·영리),여자검거인원[명],8,19,10,7,6
약취·유인(추행·간음·결혼·영리),불상검거인원[명],7,2,-,-,-
약취·유인(추행·간음·결혼·영리),법인체[개],-,-,-,-,-
약취·유인(노동력착취·성매매·성적착취·장기적출),발생건수[건],4,9,6,6,3
약취·유인(노동력착취·성매매·성적착취·장기적출),검거건수[건],4,8,5,6,3
약취·유인(노동력착취·성매매·성적착취·장기적출),발생건수 대비 검거건수[%],100,88.9,83.3,100,100
약취·유인(노동력착취·성매매·성적착취·장기적출),검거인원[명],11,10,25,41,4
약취·유인(노동력착취·성매매·성적착취·장기적출),남자검거인원[명],8,6,19,32,2
약취·유인(노동력착취·성매매·성적착취·장기적출),여자검거인원[명],3,4,6,9,2
약취·유인(노동력착취·성매매·성적착취·장기적출),불상검거인원[명],-,-,-,-,-
약취·유인(노동력착취·성매매·성적착취·장기적출),법인체[개],-,-,-,-,-
인신매매,발생건수[건],3,4,2,-,1
인신매매,검거건수[건],2,3,2,-,-
인신매매,발생건수 대비 검거건수[%],66.7,75,100,-,-
인신매매,검거인원[명],5,24,13,-,-
인신매매,남자검거인원[명],5,13,11,-,-
인신매매,여자검거인원[명],-,9,2,-,-
인신매매,불상검거인원[명],-,2,-,-,-
인신매매,법인체[개],-,-,-,-,-
인신매매(추행·간음·결혼·영리),발생건수[건],-,-,-,-,-
인신매매(추행·간음·결혼·영리),검거건수[건],-,-,-,-,-
인신매매(추행·간음·결혼·영리),발생건수 대비 검거건수[%],-,-,-,-,-
인신매매(추행·간음·결혼·영리),검거인원[명],-,-,-,-,-
인신매매(추행·간음·결혼·영리),남자검거인원[명],-,-,-,-,-
인신매매(추행·간음·결혼·영리),여자검거인원[명],-,-,-,-,-
인신매매(추행·간음·결혼·영리),불상검거인원[명],-,-,-,-,-
인신매매(추행·간음·결혼·영리),법인체[개],-,-,-,-,-
인신매매등(노동력착취·성매매·성적착취·장기적출),발생건수[건],-,1,-,-,-
인신매매등(노동력착취·성매매·성적착취·장기적출),검거건수[건],-,1,-,-,-
인신매매등(노동력착취·성매매·성적착취·장기적출),발생건수 대비 검거건수[%],-,100,-,-,-
인신매매등(노동력착취·성매매·성적착취·장기적출),검거인원[명],-,1,-,-,-
인신매매등(노동력착취·성매매·성적착취·장기적출),남자검거인원[명],-,-,-,-,-
인신매매등(노동력착취·성매매·성적착취·장기적출),여자검거인원[명],-,1,-,-,-
인신매매등(노동력착취·성매매·성적착취·장기적출),불상검거인원[명],-,-,-,-,-
인신매매등(노동력착취·성매매·성적착취·장기적출),법인체[개],-,-,-,-,-
국외이송약취·유인·인신매매,발생건수[건],1,1,-,-,2
국외이송약취·유인·인신매매,검거건수[건],1,-,-,-,2
국외이송약취·유인·인신매매,발생건수 대비 검거건수[%],100,-,-,-,100
국외이송약취·유인·인신매매,검거인원[명],1,1,-,-,4
국외이송약취·유인·인신매매,남자검거인원[명],1,-,-,-,1
국외이송약취·유인·인신매매,여자검거인원[명],-,1,-,-,3
국외이송약취·유인·인신매매,불상검거인원[명],-,-,-,-,-
국외이송약취·유인·인신매매,법인체[개],-,-,-,-,-
피약취자·피유인자·피매매자(상해·치상),발생건수[건],1,1,1,2,1
피약취자·피유인자·피매매자(상해·치상),검거건수[건],1,1,1,1,1
피약취자·피유인자·피매매자(상해·치상),발생건수 대비 검거건수[%],100,100,100,50,100
피약취자·피유인자·피매매자(상해·치상),검거인원[명],1,3,-,2,2
피약취자·피유인자·피매매자(상해·치상),남자검거인원[명],1,2,-,1,2
피약취자·피유인자·피매매자(상해·치상),여자검거인원[명],-,1,-,1,-
피약취자·피유인자·피매매자(상해·치상),불상검거인원[명],-,-,-,-,-
피약취자·피유인자·피매매자(상해·치상),법인체[개],-,-,-,-,-
피약취자·피유인자·피매매자(살해·치사),발생건수[건],-,-,-,-,-
피약취자·피유인자·피매매자(살해·치사),검거건수[건],-,-,-,-,-
피약취자·피유인자·피매매자(살해·치사),발생건수 대비 검거건수[%],-,-,-,-,-
피약취자·피유인자·피매매자(살해·치사),검거인원[명],-,-,-,-,-
피약취자·피유인자·피매매자(살해·치사),남자검거인원[명],-,-,-,-,-
피약취자·피유인자·피매매자(살해·치사),여자검거인원[명],-,-,-,-,-
피약취자·피유인자·피매매자(살해·치사),불상검거인원[명],-,-,-,-,-
피약취자·피유인자·피매매자(살해·치사),법인체[개],-,-,-,-,-
피약취자·피유인자·피매매자(수수·은닉),발생건수[건],-,-,-,-,-
피약취자·피유인자·피매매자(수수·은닉),검거건수[건],-,-,-,-,-
피약취자·피유인자·피매매자(수수·은닉),발생건수 대비 검거건수[%],-,-,-,-,-
피약취자·피유인자·피매매자(수수·은닉),검거인원[명],-,-,-,-,-
피약취자·피유인자·피매매자(수수·은닉),남자검거인원[명],-,-,-,-,-
피약취자·피유인자·피매매자(수수·은닉),여자검거인원[명],-,-,-,-,-
피약취자·피유인자·피매매자(수수·은닉),불상검거인원[명],-,-,-,-,-
피약취자·피유인자·피매매자(수수·은닉),법인체[개],-,-,-,-,-
특가법(미성년자약취·유인),발생건수[건],,,-,,
특가법(미성년자약취·유인),검거건수[건],,,-,,
특가법(미성년자약취·유인),발생건수 대비 검거건수[%],,,-,,
특가법(미성년자약취·유인),검거인원[명],,,-,,
특가법(미성년자약취·유인),남자검거인원[명],,,-,,
특가법(미성년자약취·유인),여자검거인원[명],,,-,,
특가법(미성년자약취·유인),불상검거인원[명],,,-,,
특가법(미성년자약취·유인),법인체[개],,,-,,
특가법(약취·유인등),발생건수[건],-,-,-,-,-
특가법(약취·유인등),검거건수[건],-,-,-,-,-
특가법(약취·유인등),발생건수 대비 검거건수[%],-,-,-,-,-
특가법(약취·유인등),검거인원[명],-,-,-,-,-
특가법(약취·유인등),남자검거인원[명],-,-,-,-,-
특가법(약취·유인등),여자검거인원[명],-,-,-,-,-
특가법(약취·유인등),불상검거인원[명],-,-,-,-,-
특가법(약취·유인등),법인체[개],-,-,-,-,-
특가법(13세미만약취·유인등),발생건수[건],2,-,2,1,1
특가법(13세미만약취·유인등),검거건수[건],1,-,2,1,1
특가법(13세미만약취·유인등),발생건수 대비 검거건수[%],50,-,100,100,100
특가법(13세미만약취·유인등),검거인원[명],1,-,2,1,3
특가법(13세미만약취·유인등),남자검거인원[명],1,-,1,-,1
특가법(13세미만약취·유인등),여자검거인원[명],-,-,1,1,2
특가법(13세미만약취·유인등),불상검거인원[명],-,-,-,-,-
특가법(13세미만약취·유인등),법인체[개],-,-,-,-,-
아동복지법위반(아동매매),발생건수[건],-,-,1,-,2
아동복지법위반(아동매매),검거건수[건],-,-,1,-,2
아동복지법위반(아동매매),발생건수 대비 검거건수[%],-,-,100,-,100
아동복지법위반(아동매매),검거인원[명],1,1,1,-,6
아동복지법위반(아동매매),남자검거인원[명],-,1,-,-,1
아동복지법위반(아동매매),여자검거인원[명],1,-,1,-,3
아동복지법위반(아동매매),불상검거인원[명],-,-,-,-,2
아동복지법위반(아동매매),법인체[개],-,-,-,-,-
아동학대처벌법위반(상습국외이송),발생건수[건],-,-,-,-,-
아동학대처벌법위반(상습국외이송),검거건수[건],-,-,-,-,-
아동학대처벌법위반(상습국외이송),발생건수 대비 검거건수[%],-,-,-,-,-
아동학대처벌법위반(상습국외이송),검거인원[명],-,-,-,-,-
아동학대처벌법위반(상습국외이송),남자검거인원[명],-,-,-,-,-
아동학대처벌법위반(상습국외이송),여자검거인원[명],-,-,-,-,-
아동학대처벌법위반(상습국외이송),불상검거인원[명],-,-,-,-,-
아동학대처벌법위반(상습국외이송),법인체[개],-,-,-,-,-
아동학대처벌법위반(상습약취·유인·인신매매),발생건수[건],-,-,-,-,-
아동학대처벌법위반(상습약취·유인·인신매매),검거건수[건],-,-,-,-,-
아동학대처벌법위반(상습약취·유인·인신매매),발생건수 대비 검거건수[%],-,-,-,-,-
아동학대처벌법위반(상습약취·유인·인신매매),검거인원[명],-,-,-,-,-
아동학대처벌법위반(상습약취·유인·인신매매),남자검거인원[명],-,-,-,-,-
아동학대처벌법위반(상습약취·유인·인신매매),여자검거인원[명],-,-,-,-,-
아동학대처벌법위반(상습약취·유인·인신매매),불상검거인원[명],-,-,-,-,-
아동학대처벌법위반(상습약취·유인·인신매매),법인체[개],-,-,-,-,-
아동학대처벌법위반(상습피약취자·피매매자·피유인자),발생건수[건],-,-,-,-,-
아동학대처벌법위반(상습피약취자·피매매자·피유인자),검거건수[건],-,-,-,-,-
아동학대처벌법위반(상습피약취자·피매매자·피유인자),발생건수 대비 검거건수[%],-,-,-,-,-
아동학대처벌법위반(상습피약취자·피매매자·피유인자),검거인원[명],-,-,-,-,-
아동학대처벌법위반(상습피약취자·피매매자·피유인자),남자검거인원[명],-,-,-,-,-
아동학대처벌법위반(상습피약취자·피매매자·피유인자),여자검거인원[명],-,-,-,-,-
아동학대처벌법위반(상습피약취자·피매매자·피유인자),불상검거인원[명],-,-,-,-,-
아동학대처벌법위반(상습피약취자·피매매자·피유인자),법인체[개],-,-,-,-,-
폭력행위등,발생건수[건],9204,8350,7398,6484,6745
폭력행위등,검거건수[건],8694,7945,7073,6155,6401
폭력행위등,발생건수 대비 검거건수[%],94.5,95.1,95.6,94.9,94.9
폭력행위등,검거인원[명],33082,29664,26365,21074,22053
폭력행위등,남자검거인원[명],25477,22491,20233,16218,17098
폭력행위등,여자검거인원[명],6761,6492,5460,4509,4563
폭력행위등,불상검거인원[명],844,681,672,347,392
폭력행위등,법인체[개],1,1,3,1,1
폭력행위등처벌에관한법률위반(상습),발생건수[건],23,43,40,59,52
폭력행위등처벌에관한법률위반(상습),검거건수[건],22,42,37,57,51
폭력행위등처벌에관한법률위반(상습),발생건수 대비 검거건수[%],95.7,97.7,92.5,96.6,98.1
폭력행위등처벌에관한법률위반(상습),검거인원[명],24,50,45,88,58
폭력행위등처벌에관한법률위반(상습),남자검거인원[명],23,47,42,83,55
폭력행위등처벌에관한법률위반(상습),여자검거인원[명],1,2,2,5,3
폭력행위등처벌에관한법률위반(상습),불상검거인원[명],-,1,1,-,-
폭력행위등처벌에관한법률위반(상습),법인체[개],-,-,-,-,-
폭력행위등처벌에관한법률위반(공동),발생건수[건],8659,7871,7049,6178,6485
폭력행위등처벌에관한법률위반(공동),검거건수[건],8162,7482,6753,5878,6158
폭력행위등처벌에관한법률위반(공동),발생건수 대비 검거건수[%],94.3,95.1,95.8,95.1,95
폭력행위등처벌에관한법률위반(공동),검거인원[명],31480,28656,25492,20145,21365
폭력행위등처벌에관한법률위반(공동),남자검거인원[명],23986,21631,19479,15346,16497
폭력행위등처벌에관한법률위반(공동),여자검거인원[명],6667,6376,5366,4462,4499
폭력행위등처벌에관한법률위반(공동),불상검거인원[명],827,649,647,337,369
폭력행위등처벌에관한법률위반(공동),법인체[개],1,1,3,1,1
"폭력행위등처벌에관한법률위반(집단,흉기등)",발생건수[건],164,108,81,58,42
"폭력행위등처벌에관한법률위반(집단,흉기등)",검거건수[건],156,104,71,52,36
"폭력행위등처벌에관한법률위반(집단,흉기등)",발생건수 대비 검거건수[%],95.1,96.3,87.7,89.7,85.7
"폭력행위등처벌에관한법률위반(집단,흉기등)",검거인원[명],338,233,229,166,92
"폭력행위등처벌에관한법률위반(집단,흉기등)",남자검거인원[명],283,181,162,140,68
"폭력행위등처벌에관한법률위반(집단,흉기등)",여자검거인원[명],48,37,48,23,22
"폭력행위등처벌에관한법률위반(집단,흉기등)",불상검거인원[명],7,15,19,3,2
"폭력행위등처벌에관한법률위반(집단,흉기등)",법인체[개],-,-,-,-,-
"폭력행위등처벌에관한법률위반(상습집단,흉기등)",발생건수[건],10,6,6,3,-
"폭력행위등처벌에관한법률위반(상습집단,흉기등)",검거건수[건],9,6,6,2,-
"폭력행위등처벌에관한법률위반(상습집단,흉기등)",발생건수 대비 검거건수[%],90,100,100,66.7,-
"폭력행위등처벌에관한법률위반(상습집단,흉기등)",검거인원[명],14,9,21,23,-
